# Wind-bubble interior density profile (model 4e3_sfe001_n5e2_PL0)
# Column 1: radius r [pc]
# Column 2: log10(n [cm^-3])
0.05399456626 56.03118426
0.06214338444 56.0544063
0.07110610735 56.07776881
0.08076173968 56.10109411
0.09104371741 56.12443959
0.1018041558 56.14774012
0.1129348484 56.17106959
0.1242641153 56.19439683
0.1356374782 56.21774075
0.1468764177 56.24106389
0.1578457339 56.26439304
0.168410822 56.28771712
0.1784676326 56.3110405
0.1879396374 56.33437383
0.1967640444 56.35769912
0.2049104382 56.38101837
0.2123734296 56.40434801
0.2191494297 56.42765473
0.2213263475 56.43567102
0.2252759596 56.45099962
0.2307673109 56.4743222
0.2321212364 56.48050013
0.2356622892 56.49761688
0.2400169905 56.52094834
0.2429152656 56.53822823
0.2438675173 56.54427377
0.2472581403 56.56758005
0.2502388841 56.59090263
0.2528526111 56.61424844
0.2537106094 56.62265072
0.2551305552 56.63752685
0.2571208782 56.66084043
0.2588550194 56.68416659
0.2603603404 56.70745608
0.2616708012 56.73081425
0.2628020243 56.75407422
0.2637822193 56.77734601
0.2645082266 56.79705533
0.2646323468 56.80068222
0.2653669296 56.82402425
0.2659993053 56.84730259
0.2665464503 56.87065584
0.267015238 56.89387022
0.2674211469 56.91720682
0.2677699887 56.94051483
0.2680672806 56.96359621
0.2683227652 56.98663895
0.2685459118 57.01005731
0.2687371012 57.03343624
0.2689010843 57.05679655
0.2690381002 57.07948394
0.2691571585 57.10235728
0.2692627711 57.12596874
0.269350626 57.14883013
0.2694251916 57.17133522
0.2694909001 57.19435518
0.2695477833 57.21755002
0.2695958688 57.24036746
0.269639546 57.26457165
0.2696744625 57.28716309
0.269704996 57.31013304
0.2697311538 57.33301342
0.2697529424 57.35508767
0.269770367 57.37534633
0.2697877859 57.3986541
0.2698008464 57.41875375
0.2698139038 57.44182668
0.269822607 57.45934872
0.2698313088 57.47910136
0.2698400091 57.50169231
0.2698487081 57.52794189
0.269853057 57.54280029
0.2698574057 57.55908275
0.2698617539 57.57706503
0.2698661018 57.59711277
0.2698704494 57.61972529
0.2698747966 57.64561038
0.2698791434 57.67581246
0.26988349 57.71194716
0.2698878361 57.75672895
0.2698965309 57.8971671
0.2698974842 57.92049579
0.2698983341 57.94382134
0.2698990897 57.9671331
0.269899761 57.99045483
0.2699003619 58.01377938
0.2699009042 58.03709963
0.2699013965 58.06041768
0.2699018463 58.08374825
0.2699022586 58.10706499
0.2699026384 58.13039504
0.2699029882 58.15370741
0.2699033115 58.1770331
0.2699036113 58.20037232
0.2699038894 58.22366317
0.2699041488 58.24700156
0.2699043904 58.27031555
0.2699046163 58.29362234
0.2699048288 58.31697464
0.2699052173 58.36368594
